id,name,geom,created_at,origin_port_code,dest_port_code,route_type,properties
1551,Balikpapan - Surabaya,0102000020E61000001D0000004784903D8C335D401FFAE307F85FF4BFA6C86B6F81335D40C2887D022866F4BF3B3366B73B335D402C26DB6564D5F4BF81CA9D3E27305D40A2AFC513E622FDBF4C24873E0E2B5D401EA919ADFE8304C0C6747C0F72155D40F6B704E09F8211C074023F4FA8085D40D2E4620CAC0B12C01A6F2BBD36EC5C4009933D9D864313C052DD126FD3CC5C40FD27243E1CA914C040A0D8AFE07F5C4060EF5932220C18C00D8E9257E7585C401CB85E2E3DBD19C0E8F7FD9B17305C40FF08C38025771BC0E66DB603BF2F5C40395849754B7C1BC02E77C13BD42D5C400DDE57E542A51BC01F14EF5B882C5C40AF22A30392C01BC085D8F4FBD92B5C4053A97E4A3ACF1BC07009C03FA52B5C40BAD5181989DD1BC05357E311012B5C40F94CF6CFD3081CC0A41AF67BE22A5C401342ACA34F181CC00902BFA1CB2A5C406499D942EB2C1CC06ECFE27BB52A5C4031934D5E09691CC095151E8F742B5C400667F0F78B911CC0804F070DD82B5C40FE0A3E7210A11CC0CD71135A7B2C5C402853BB1578AD1CC02433CD2A222D5C4014927131ABB41CC0E7B86466B02E5C40E734B0FAC8BA1CC0AB51595E032F5C4084C0255BB8BF1CC067C6EC76072F5C405296C6D402C01CC0DB148F8BEA2E5C40E4631CC81FC91CC0,2026-05-31 05:34:59.837351+07,IDBPN,IDSUB,ferry,"{""to"": ""Jayapura"", ""@id"": ""relation/18047724"", ""via"": ""Balikpapan;Palu;Bitung;Ternate;Sorong;Manokwari;Nabire;Serui"", ""foot"": ""yes"", ""from"": ""Surabaya"", ""name"": ""Ferry Surabaya → Jayapura (via Bitung)"", ""note"": ""KM Labobar (Rute A)"", ""toll"": ""yes"", ""type"": ""route"", ""route"": ""ferry"", ""network"": ""Pelni"", ""website"": ""https://pelni.co.id/"", ""operator"": ""Pelni"", ""check_date"": ""2024-09-01"", ""description"": ""Buy your ticket in advance - see Pelni office (you need an ID/Passport and non-cash payment) or via their app"", ""payment:app"": ""yes"", ""reservation"": ""required"", ""payment:cash"": ""no"", ""motor_vehicle"": ""no"", ""network:wikidata"": ""Q1393397"", ""description:payment"": ""Alfamart, Indomaret, agen PPOB FastPay, VA Bank (Mandiri, BNI, BRI, BTN) dan FinPay"", ""description:payment:en"": ""pay at Alfamart or Indomaret, virtual account/ATM (indonesian banks only), and Finpay"", ""public_transport:version"": ""2""}"
