id,vessel_id,lat,lon,speed,course,status,destination,eta,last_report_at,recorded_at,geom
8853,3,-4.615005,115.89489,13.1,224°,Underway by Sail,"Balikpapan, Indonesia","ETA: May 15, 00:59",2026-05-14 01:35:00+07,2024-05-14 08:40:18.751+07,0101000020E61000001EE1B4E045F95C408481E7DEC37512C0
688,3,-7.19896,112.72993,0.0,337.7°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 07:37:00+07,2026-04-19 07:40:06.039087+07,0101000020E6100000A297512CB72E5C4040D9942BBCCB1CC0
693,3,-7.19897,112.72994,0.0,337.7°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 08:01:00+07,2026-04-19 08:03:29.594046+07,0101000020E6100000B4024356B72E5C405D8AABCABECB1CC0
698,3,-7.19979,112.72772,4.8,255.5°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 08:36:00+07,2026-04-19 08:41:04.994665+07,0101000020E61000004A29E8F6922E5C407845F0BF95CC1CC0
703,3,-7.16965,112.67975,11.4,325.6°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 09:00:00+07,2026-04-19 09:03:10.169268+07,0101000020E61000002FDD2406812B5C40CB10C7BAB8AD1CC0
708,3,-7.06477,112.65946,11.1,10.5°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 09:35:00+07,2026-04-19 09:38:10.469242+07,0101000020E61000004A41B797342A5C40350C1F1153421CC0
713,3,-6.99004,112.69181,11.6,38.6°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 10:01:00+07,2026-04-19 10:02:58.215242+07,0101000020E6100000EE42739D462C5C4067EDB60BCDF51BC0
718,3,-6.89367,112.73533,12.1,30.9°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 10:36:00+07,2026-04-19 10:40:30.101609+07,0101000020E610000022718FA50F2F5C4050AA7D3A1E931BC0
723,3,-6.8423,112.79922,12.1,53.1°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 11:00:00+07,2026-04-19 11:03:56.851603+07,0101000020E6100000C993A46B26335C40E6AE25E4835E1BC0
728,3,-6.77581,112.89246,11.8,53.3°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 11:35:00+07,2026-04-19 11:38:25.458388+07,0101000020E61000003E3F8C101E395C4098A3C7EF6D1A1BC0
733,3,-6.7257,112.95843,11.6,56°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 12:00:00+07,2026-04-19 12:03:36.298493+07,0101000020E61000005760C8EA563D5C402CD49AE61DE71AC0
738,3,-6.65995,113.05374,11.6,53.5°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 12:36:00+07,2026-04-19 12:39:07.60492+07,0101000020E61000002C9FE57970435C4016FBCBEEC9A31AC0
743,3,-6.61853,113.12172,11.3,54.4°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 13:00:00+07,2026-04-19 13:02:59.946744+07,0101000020E610000039D1AE42CA475C402861A6ED5F791AC0
748,3,-6.54504,113.21119,11.7,52.1°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 13:36:00+07,2026-04-19 13:40:01.831478+07,0101000020E610000081CF0F23844D5C40200C3CF71E2E1AC0
753,3,-6.50237,113.26887,11.7,46.6°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 13:58:00+07,2026-04-19 14:05:23.657493+07,0101000020E61000000938842A35515C4051F701486D021AC0
758,3,-6.46356,113.32336,11.3,51.6°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 14:19:00+07,2026-04-19 14:39:07.27642+07,0101000020E6100000693524EEB1545C405FEFFE78AFDA19C0
773,3,-6.3011,113.54611,11.6,55.6°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 15:44:00+07,2026-04-19 16:03:25.62724+07,0101000020E610000030815B77F3625C406A4DF38E533419C0
778,3,-6.20425,113.68461,11.9,55.7°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 16:35:00+07,2026-04-19 16:38:28.183788+07,0101000020E6100000EF2076A6D06B5C40FED478E926D118C0
791,3,-6.03953,113.916,12.2,56.2°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 18:00:00+07,2026-04-19 18:05:55.185058+07,0101000020E6100000B4C876BE9F7A5C40F1D7648D7A2818C0
795,3,-5.96975,114.01348,12.3,51.9°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 18:35:00+07,2026-04-19 18:39:37.590419+07,0101000020E61000009BC937DBDC805C401B2FDD2406E117C0
800,3,-5.91549,114.08561,12.4,56.9°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 19:01:00+07,2026-04-19 19:05:04.956667+07,0101000020E61000007A8D5DA27A855C409A42E73576A917C0
805,3,-5.84657,114.18682,12.6,54.9°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 19:36:00+07,2026-04-19 19:39:53.523912+07,0101000020E6100000478FDFDBF48B5C405019FF3EE36217C0
810,3,-5.80867,114.24349,12.6,56.6°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 19:55:00+07,2026-04-19 20:04:50.104838+07,0101000020E6100000CBB91457958F5C4079060DFD133C17C0
815,3,-5.73201,114.33804,12.7,47.1°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 20:30:00+07,2026-04-19 20:40:27.90482+07,0101000020E61000005A2F8672A2955C403D61890794ED16C0
820,3,-5.6849,114.39902,12.8,62.1°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 20:52:00+07,2026-04-19 21:04:27.066763+07,0101000020E6100000CB9C2E8B89995C40211FF46C56BD16C0
825,3,-5.59625,114.53246,12.4,56.3°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 21:36:00+07,2026-04-19 21:39:25.640331+07,0101000020E6100000679B1BD313A25C40C3F5285C8F6216C0
830,3,-5.55483,114.59608,12.4,57.3°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 21:58:00+07,2026-04-19 22:03:23.047545+07,0101000020E61000002E73BA2C26A65C40D55B035B253816C0
835,3,-5.48965,114.69399,12.4,56.5°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 22:33:00+07,2026-04-19 22:38:07.642861+07,0101000020E6100000117008556AAC5C4013F241CF66F515C0
840,3,-5.45421,114.74754,12.3,57.7°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 22:51:00+07,2026-04-19 23:03:38.29689+07,0101000020E6100000EB1C03B2D7AF5C408C101E6D1CD115C0
845,3,-5.38558,114.85073,12.3,55.4°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-19 23:27:00+07,2026-04-19 23:38:53.58379+07,0101000020E610000078EE3D5C72B65C407BF7C77BD58A15C0
961,3,-3.66797,116.4311,12.1,7.6°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 11:31:00+07,2026-04-20 11:38:11.110693+07,0101000020E61000008F537424971B5D4047ACC5A700580DC0
966,3,-3.56973,116.44619,12.3,11.7°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 12:00:00+07,2026-04-20 12:03:14.421886+07,0101000020E6100000587380608E1C5D4090662C9ACE8E0CC0
971,3,-3.45132,116.4657,12.6,8.6°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 12:35:00+07,2026-04-20 12:39:11.565096+07,0101000020E6100000D26F5F07CE1D5D40EA3E00A94D9C0BC0
976,3,-3.35904,116.48703,12.7,19.6°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 13:02:00+07,2026-04-20 13:05:53.526567+07,0101000020E6100000F08AE07F2B1F5D408FA50F5D50DF0AC0
981,3,-3.03826,116.56468,12.7,11.1°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 14:34:00+07,2026-04-20 14:39:53.096307+07,0101000020E6100000232D95B723245D40AEF545425B4E08C0
1050,3,-1.60612,116.87523,12.6,13.4°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 21:35:00+07,2026-04-20 21:39:27.729845+07,0101000020E6100000999EB0C403385D406D3997E2AAB2F9BF
1055,3,-1.52573,116.91463,12.9,53.8°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 22:02:00+07,2026-04-20 22:05:12.833577+07,0101000020E6100000317C444C893A5D40D36A48DC6369F8BF
1060,3,-1.45003,117.01936,11.3,355.1°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 22:38:00+07,2026-04-20 22:43:13.487345+07,0101000020E610000070B6B9313D415D40888043A85233F7BF
1065,3,-1.38447,116.9718,12.6,321°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 23:02:00+07,2026-04-20 23:05:00.510962+07,0101000020E61000002E90A0F8313E5D409FB0C403CA26F6BF
1070,3,-1.32915,116.86845,11.9,271.4°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-20 23:38:00+07,2026-04-20 23:42:47.835533+07,0101000020E6100000840D4FAF94375D4087A757CA3244F5BF
1075,3,-1.29989,116.80579,12.3,328.4°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-21 00:01:00+07,2026-04-21 00:03:25.139294+07,0101000020E6100000685C381092335D40EA5BE67459CCF4BF
1080,3,-1.27221,116.80545,0.0,82.2°,Under way,"Surabaya, Indonesia","ETA: Apr 20, 22:00",2026-04-21 00:36:00+07,2026-04-21 00:38:31.103376+07,0101000020E61000000B24287E8C335D407B4E7ADFF85AF4BF
1084,3,-1.27221,116.80547,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 01:03:00+07,2026-04-21 01:06:29.880439+07,0101000020E61000002FFA0AD28C335D407B4E7ADFF85AF4BF
1089,3,-1.2722,116.80545,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 01:36:00+07,2026-04-21 01:39:18.686661+07,0101000020E61000000B24287E8C335D40098A1F63EE5AF4BF
1094,3,-1.2722,116.80545,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 02:02:00+07,2026-04-21 02:04:20.664929+07,0101000020E61000000B24287E8C335D40098A1F63EE5AF4BF
1099,3,-1.27219,116.80545,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 02:36:00+07,2026-04-21 02:39:13.371585+07,0101000020E61000000B24287E8C335D4097C5C4E6E35AF4BF
1104,3,-1.27219,116.80545,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 03:03:00+07,2026-04-21 03:05:45.772156+07,0101000020E61000000B24287E8C335D4097C5C4E6E35AF4BF
1109,3,-1.2722,116.80544,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 03:36:00+07,2026-04-21 03:38:47.821416+07,0101000020E6100000FAB836548C335D40098A1F63EE5AF4BF
1114,3,-1.2722,116.80544,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 04:02:00+07,2026-04-21 04:04:41.901293+07,0101000020E6100000FAB836548C335D40098A1F63EE5AF4BF
1119,3,-1.27221,116.80544,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 04:38:00+07,2026-04-21 04:40:48.215277+07,0101000020E6100000FAB836548C335D407B4E7ADFF85AF4BF
1124,3,-1.27224,116.80542,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 05:00:00+07,2026-04-21 05:03:12.964121+07,0101000020E6100000D6E253008C335D40D09B8A54185BF4BF
1129,3,-1.27222,116.80544,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 05:36:00+07,2026-04-21 05:38:14.367344+07,0101000020E6100000FAB836548C335D40EC12D55B035BF4BF
1134,3,-1.27222,116.80545,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 06:01:00+07,2026-04-21 06:03:33.624848+07,0101000020E61000000B24287E8C335D40EC12D55B035BF4BF
1138,3,-1.27222,116.80546,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 06:38:00+07,2026-04-21 06:40:44.701045+07,0101000020E61000001D8F19A88C335D40EC12D55B035BF4BF
1143,3,-1.27222,116.80547,0.0,82.2°,Under way,"Balikpapan, Indonesia","ETA: Apr 20, 22:00",2026-04-21 07:01:00+07,2026-04-21 07:04:08.003047+07,0101000020E61000002FFA0AD28C335D40EC12D55B035BF4BF
1148,3,-1.27221,116.80546,0.0,82.2°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 07:36:00+07,2026-04-21 07:38:43.416312+07,0101000020E61000001D8F19A88C335D407B4E7ADFF85AF4BF
1153,3,-1.27221,116.80547,0.0,82.2°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 08:01:00+07,2026-04-21 08:03:26.306118+07,0101000020E61000002FFA0AD28C335D407B4E7ADFF85AF4BF
1158,3,-1.27221,116.80547,0.0,82.2°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 08:36:00+07,2026-04-21 08:38:11.43529+07,0101000020E61000002FFA0AD28C335D407B4E7ADFF85AF4BF
1163,3,-1.27221,116.80547,0.0,82.2°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 09:00:00+07,2026-04-21 09:03:02.577712+07,0101000020E61000002FFA0AD28C335D407B4E7ADFF85AF4BF
1168,3,-1.27219,116.80546,0.0,82.2°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 09:36:00+07,2026-04-21 09:38:14.487613+07,0101000020E61000001D8F19A88C335D4097C5C4E6E35AF4BF
1173,3,-1.27182,116.8032,2.3,253.5°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 10:02:00+07,2026-04-21 10:06:47.468146+07,0101000020E61000006C09F9A067335D402861A6ED5F59F4BF
1177,3,-1.32909,116.88764,13.3,97°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 10:38:00+07,2026-04-21 10:40:07.155291+07,0101000020E6100000C6A70018CF385D40DD0C37E0F343F5BF
1182,3,-1.37225,116.95782,13.3,139.6°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 11:01:00+07,2026-04-21 11:03:51.393387+07,0101000020E61000001ADD41EC4C3D5D40DBF97E6ABCF4F5BF
1187,3,-1.46793,116.99903,12.9,236.7°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 11:36:00+07,2026-04-21 11:38:57.920904+07,0101000020E6100000446E861BF03F5D409413ED2AA47CF7BF
1192,3,-1.52794,116.94392,13.1,196.1°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 12:00:00+07,2026-04-21 12:03:25.885415+07,0101000020E610000095826E2F693C5D40FC00A4367172F8BF
1197,3,-1.65122,116.90006,13.1,193.2°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 12:36:00+07,2026-04-21 12:39:40.076723+07,0101000020E6100000041C42959A395D409604A8A9656BFABF
1202,3,-1.71355,116.88419,13.2,212.5°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 12:53:00+07,2026-04-21 13:03:37.558837+07,0101000020E6100000D15CA79196385D4009F9A067B36AFBBF
1262,3,-2.99943,116.56147,12.7,184.4°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 19:00:00+07,2026-04-21 19:02:47.38268+07,0101000020E6100000D9EBDD1FEF235D405721E527D5FE07C0
1267,3,-3.12224,116.54484,12.7,189.2°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 19:35:00+07,2026-04-21 19:38:09.631052+07,0101000020E61000005E6397A8DE225D40B51A12F758FA08C0
1272,3,-3.21402,116.52891,12.9,189.5°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 20:01:00+07,2026-04-21 20:03:54.40368+07,0101000020E6100000C02154A9D9215D40F584251E50B609C0
1276,3,-3.3517,116.50007,13.1,190.6°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 20:40:00+07,2026-04-21 20:42:30.574717+07,0101000020E61000007CED992501205D408E06F01648D00AC0
1281,3,-3.4297,116.48578,13.4,191.2°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 21:01:00+07,2026-04-21 21:03:04.837292+07,0101000020E61000004243FF04171F5D40C7BAB88D06700BC0
1286,3,-3.55721,116.46058,13.5,192.9°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 21:35:00+07,2026-04-21 21:38:27.072439+07,0101000020E6100000444C89247A1D5D40850838842A750CC0
1291,3,-3.65138,116.44108,13.6,191.5°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 22:01:00+07,2026-04-21 22:03:47.352175+07,0101000020E6100000DCBA9BA73A1C5D40D925AAB706360DC0
1296,3,-3.77634,116.41494,13.7,188.3°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 22:34:00+07,2026-04-21 22:38:31.321354+07,0101000020E6100000587380608E1A5D40F59CF4BEF1350EC0
1301,3,-3.81379,116.40759,13.7,190.7°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 22:44:00+07,2026-04-21 23:03:38.203937+07,0101000020E61000004E0B5EF4151A5D40A67EDE54A4820EC0
1311,3,-4.01909,116.35804,13.2,217.3°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-21 23:41:00+07,2026-04-22 00:04:40.883605+07,0101000020E61000003BAA9A20EA165D40FAB836548C1310C0
1434,3,-5.90283,114.09267,12.7,232.3°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 12:57:00+07,2026-04-22 13:09:23.917558+07,0101000020E610000080D4264EEE855C400664AF777F9C17C0
1439,3,-5.93659,114.03924,12.8,235.5°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 13:15:00+07,2026-04-22 13:39:21.5792+07,0101000020E61000007C2C7DE882825C40E50AEF7211BF17C0
1468,3,-6.33783,113.49166,13.2,233.6°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 16:24:00+07,2026-04-22 16:42:10.985133+07,0101000020E61000001630815B775F5C40446E861BF05919C0
1473,3,-6.40778,113.38949,13.3,237°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 16:57:00+07,2026-04-22 17:03:22.643145+07,0101000020E61000009E077767ED585C40FDD98F1491A119C0
1478,3,-6.47134,113.3059,13.4,233.5°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 17:25:00+07,2026-04-22 17:40:15.39951+07,0101000020E61000002BF697DD93535C40C22FF5F3A6E219C0
1483,3,-6.5454,113.20295,13.3,238.7°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 17:59:00+07,2026-04-22 18:03:13.687688+07,0101000020E6100000492EFF21FD4C5C401FF46C567D2E1AC0
1488,3,-6.6283,113.09065,13.4,228.1°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 18:37:00+07,2026-04-22 18:39:26.136144+07,0101000020E61000007958A835CD455C40A54E401361831AC0
1493,3,-6.67813,113.01721,13.2,236°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 19:01:00+07,2026-04-22 19:04:26.757217+07,0101000020E610000082CAF8F719415C40F5BEF1B567B61AC0
1498,3,-6.75667,112.917,13.2,229.3°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 19:36:00+07,2026-04-22 19:41:21.839372+07,0101000020E6100000A69BC420B03A5C4010751F80D4061BC0
1503,3,-6.80927,112.84419,13.3,227.9°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 20:00:00+07,2026-04-22 20:03:44.548461+07,0101000020E61000000E677E3507365C4022895E46B13C1BC0
1508,3,-6.88532,112.741,12.0,210.9°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 20:35:00+07,2026-04-22 20:38:22.26193+07,0101000020E61000008195438B6C2F5C4098FA7953918A1BC0
1513,3,-6.96777,112.70895,12.8,193.9°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 21:00:00+07,2026-04-22 21:04:30.31207+07,0101000020E6100000F31FD26F5F2D5C401E335019FFDE1BC0
1518,3,-7.08288,112.65729,13.8,177.3°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 21:35:00+07,2026-04-22 21:38:23.283311+07,0101000020E6100000397F130A112A5C404DF8A57EDE541CC0
1523,3,-7.17427,112.68163,10.0,139°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 22:00:00+07,2026-04-22 22:03:25.346293+07,0101000020E61000003D7E6FD39F2B5C4018B2BAD573B21CC0
1528,3,-7.20079,112.72674,2.0,40.8°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 22:35:00+07,2026-04-22 22:38:24.200348+07,0101000020E61000007C2C7DE8822E5C409274CDE49BCD1CC0
1533,3,-7.19901,112.72991,0.0,53.1°,Under way,"Surabaya, Indonesia","ETA: Apr 22, 23:00",2026-04-22 23:00:00+07,2026-04-22 23:03:34.744124+07,0101000020E61000007FC16ED8B62E5C40CF4E0647C9CB1CC0
1538,3,-7.19903,112.72989,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-22 23:36:00+07,2026-04-22 23:40:00.555517+07,0101000020E61000005BEB8B84B62E5C4007B13385CECB1CC0
1543,3,-7.19901,112.7299,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 00:00:00+07,2026-04-23 00:04:35.145301+07,0101000020E61000006D567DAEB62E5C40CF4E0647C9CB1CC0
1548,3,-7.199,112.72988,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 00:35:00+07,2026-04-23 00:38:44.682248+07,0101000020E610000049809A5AB62E5C40B29DEFA7C6CB1CC0
1553,3,-7.19899,112.72991,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 01:02:00+07,2026-04-23 01:04:12.026924+07,0101000020E61000007FC16ED8B62E5C4096ECD808C4CB1CC0
1558,3,-7.19898,112.72991,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 01:36:00+07,2026-04-23 01:39:18.982267+07,0101000020E61000007FC16ED8B62E5C40793BC269C1CB1CC0
1563,3,-7.19898,112.72991,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 02:01:00+07,2026-04-23 02:04:58.290459+07,0101000020E61000007FC16ED8B62E5C40793BC269C1CB1CC0
1568,3,-7.19898,112.7299,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 02:35:00+07,2026-04-23 02:38:26.915828+07,0101000020E61000006D567DAEB62E5C40793BC269C1CB1CC0
1573,3,-7.19899,112.72991,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 03:01:00+07,2026-04-23 03:03:58.654866+07,0101000020E61000007FC16ED8B62E5C4096ECD808C4CB1CC0
1578,3,-7.19898,112.7299,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 03:36:00+07,2026-04-23 03:38:40.369073+07,0101000020E61000006D567DAEB62E5C40793BC269C1CB1CC0
1583,3,-7.19896,112.72987,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 04:02:00+07,2026-04-23 04:05:16.910737+07,0101000020E61000003815A930B62E5C4040D9942BBCCB1CC0
1588,3,-7.19898,112.72986,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 04:36:00+07,2026-04-23 04:38:05.77702+07,0101000020E610000026AAB706B62E5C40793BC269C1CB1CC0
1595,3,-7.19898,112.72988,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 05:35:00+07,2026-04-23 05:39:25.05169+07,0101000020E610000049809A5AB62E5C40793BC269C1CB1CC0
1600,3,-7.19898,112.72988,0.0,53.1°,Under way,"Surabaya, Indonesia","ATA: Apr 22, 15:49 UTC",2026-04-23 06:01:00+07,2026-04-23 06:03:46.397012+07,0101000020E610000049809A5AB62E5C40793BC269C1CB1CC0
1605,3,-7.19898,112.72988,0.0,53.1°,Under way,"Surabaya, Indonesia","ETA: Apr 24, 23:00",2026-04-23 06:36:00+07,2026-04-23 06:39:29.940032+07,0101000020E610000049809A5AB62E5C40793BC269C1CB1CC0
1610,3,-7.19898,112.7299,0.0,53.1°,Under way,"Surabaya, Indonesia","ETA: Apr 24, 23:00",2026-04-23 07:00:00+07,2026-04-23 07:03:19.185325+07,0101000020E61000006D567DAEB62E5C40793BC269C1CB1CC0
1614,3,-7.19898,112.72989,0.0,53.1°,Under way,"Surabaya, Indonesia","ETA: Apr 24, 23:00",2026-04-23 07:36:00+07,2026-04-23 07:39:23.915313+07,0101000020E61000005BEB8B84B62E5C40793BC269C1CB1CC0
1619,3,-7.19897,112.72989,0.0,53.1°,Under way,"Surabaya, Indonesia","ETA: Apr 24, 23:00",2026-04-23 08:01:00+07,2026-04-23 08:04:34.227319+07,0101000020E61000005BEB8B84B62E5C405D8AABCABECB1CC0
1624,3,-7.19898,112.72991,0.0,53.1°,Under way,"Surabaya, Indonesia","ETA: Apr 24, 23:00",2026-04-23 08:36:00+07,2026-04-23 08:38:18.490121+07,0101000020E61000007FC16ED8B62E5C40793BC269C1CB1CC0
1629,3,-7.199,112.72988,0.0,53.1°,Under way,"Surabaya, Indonesia","ETA: Apr 24, 23:00",2026-04-23 09:00:00+07,2026-04-23 09:03:12.159224+07,0101000020E610000049809A5AB62E5C40B29DEFA7C6CB1CC0
1634,3,-7.15931,112.67192,12.6,333.1°,Under way,"Surabaya, Indonesia","ETA: Apr 24, 23:00",2026-04-23 09:36:00+07,2026-04-23 09:39:26.058184+07,0101000020E6100000D061BEBC002B5C40FAB31F2922A31CC0
1639,3,-7.07641,112.65911,12.4,3.2°,Under way,"Surabaya, Indonesia","ETA: Apr 24, 23:00",2026-04-23 10:01:00+07,2026-04-23 10:03:27.259712+07,0101000020E6100000DC9DB5DB2E2A5C4075594C6C3E4E1CC0
1644,3,-6.9677,112.7077,12.0,28.2°,Under way,"Surabaya, Indonesia","ETA: Apr 24, 23:00",2026-04-23 10:35:00+07,2026-04-23 10:38:05.038693+07,0101000020E610000045D8F0F44A2D5C40575BB1BFECDE1BC0
